Identificador,Alinhamento,Autorizações,Comercialização,Depósito,Derivados,Detalhamento do efeito,Detalhamento forma de uso,Diagramação,Discursos de autoridade,Doença mencionada,Dúvidas,Elementos de composição,Extras,Hieraquia da informação,ID,Informações indicativas,Link,Menções a lugares,Observações,Origem,Original (primeira aparição),Palavra-chave efeito,Palavras-chave produto,Preço,Primeiras palavras do anúncio,Produto ofertado (título completo),Produção,Público mencionado,Quantidade de variações tipográficas (aprox.),Responsável técnico,Sinal visual de autoridade,Status,Substâncias,Tipificação da imagem (aprox.),Tipo de produto,Variação tipográfica,Variação typeface
xarope_quina_laroche_ferruginoso,Outro,Ausente,encontra-se em todas as boas pharmacias,-,xarope_laroche_moldura4quininhas (https://www.notion.so/xarope_laroche_moldura4quininhas-280d075ca712807fb9bfe0d52464bb9f?pvs=21),Ausente,Ausente,Composição dinâmica,Vantagem sobre outros,Ausente,,Clichê original,Nenhum,"Composição dinâmica, Corpo do texto",101,Comercialização,https://drive.google.com/file/d/1cQvcLa4jM-W6E0-nPlpBXCEcP-z0XG_F/view?usp=drive_link,Nenhum,"As pessoas que não podem supportar os Vinhos e Elixires de Quina, recommendamos o Xarope de Quina Laroche

Cumpre não comfundil-o com o Elixir de Quina Laroche",Indefinido,,Ausente,Ausente,-,Capitular,Xarope de Quina Laroche ferruginoso,-,Ausente,1,Ausente,Ausente,Finalizado,"Ferro, Quina",Ausente,Xarope,Outros,Caligráfico clichê
xarope_massa,Centralizado,Ausente,"PARIS, 8, RUA VIVIENNE E NAS PRINCIPAES PHARMACIAS",-,,Mencionado,Ausente,Composição dinâmica,Qualidade dos ingredientes,"Asthma [asma], Bronchites (bronchitas), Catarrhos, Constipações, Extinção da voz, Ronquidões, Soluços, Tossas [tosse] [tosses]",,Clichê,Medidas anti-falsificação,"Composição dinâmica, Corpo do texto, Nota de rodapé, Título principal",102,"Comercialização/Depósito (dúbia), Responsável técnico/preparado por/Pharmaceutico",https://drive.google.com/file/d/1-UzneZ5VLDCA9FZxGxpYrh2VYMsh6dnd/view?usp=drive_link,"Bordeos, Pariz [Paris]","Cada frasco leva a marca de fabrica, a firma GRIMAULT & Cª e o sello do governo frances","Estrangeiro, Inferido",,"Cura completa, Prompto alivio",Ausente,-,Nome do produto,Xarope e massa de seiva de pinheiro maritimo de Lagasse,-,Ausente,7,Lagasse,Ausente,Finalizado,Seiva de pinheiro maritimo,"Pinheiro, Planta, Árvore",Indefinido,"Bold, Caixa alta, Itálico, Regular, Versalete","Sem serifa, Serifa"
para_rheumatismo,"Centralizado, Justificado esquerda",Ausente,"Casa Ingleza, rua Direita esquina da 7 de Setembro",-,,Mencionado,Ausente,1 coluna,Ausente,Rheumatismo,,Ausente,Nenhum,"Corpo do texto, Título principal",103,Comercialização/Depósito (dúbia),https://drive.google.com/file/d/1i9FusGupPnsv4gUUgcoHow7JNS64fNqF/view?usp=drive_link,Nenhum,-,Indefinido,,Ausente,Ausente,-,[Moléstia],Pectrolectrina,-,Ausente,2,Ausente,Ausente,Finalizado,Petrolectrina (Pectrolectrina),Ausente,Indefinido,Regular,Serifa
xarope_laroche_moldura4quininhas,Outro,Ausente,encontra-se em todas as boas pharmacias,-,,Ausente,Ausente,Composição dinâmica,Vantagem sobre outros,Ausente,,"Clichê original, Fios, Moldura",Nenhum,"Composição dinâmica, Corpo do texto",104,Comercialização,https://drive.google.com/file/d/1zBxe2uhv553yJ5XWnNAX5pGW3gV9TaMl/view?usp=drive_link,Nenhum,"As pessoas que não podem supportar os Vinhos e Elixires de Quina, recommendamos o Xarope de Quina Laroche

Cumpre não comfundil-o com o Elixir de Quina Laroche",Indefinido,xarope_quina_laroche_ferruginoso (https://www.notion.so/xarope_quina_laroche_ferruginoso-27dd075ca71280918cb3ea472ec3a116?pvs=21),Ausente,Ausente,-,Produto,Xarope de Quina Laroche ferruginoso,-,Ausente,2,Ausente,Ausente,Finalizado,"Ferro, Quina",Ausente,Xarope,"Bold, Outros","Caligráfico clichê, Sem serifa"
tonico_por_excellencia,"Centralizado, Justificado esquerda",Academia de Medicina de Paris,-,Depositos em todas as Pharmacias acreditadas do BRAZIL,,Detalhado,Mencionado,Composição dinâmica,"Apelo a eficiencia, Qualidade dos ingredientes, Recomendado/attestado por especialistas, Vantagem sobre outros","Anemia, Chlorose [chlorosis], Convalescencias lentas, Debilidade (Desbilidade), Escrofula (escrophulasa scrophulas escrophulas escrofulose), Rachitismo",,"Clichê, Clichê (2), Moldura, Moldura decorada, Moldura decorada (2)",Nenhum,"Corpo do texto, Nota de rodapé, Título principal, Título secundário",105,"Depósito, Responsável técnico/preparado por/Pharmaceutico",https://drive.google.com/file/d/1Fj_jl5u2W9wqy2BdtjNsidbBiLnKDDum/view?usp=drive_link,"Brazil [Brasil], Pariz [Paris]",-,"Estrangeiro, Inferido",vinho_extracto_figado_bacalhao_chevrier (https://www.notion.so/vinho_extracto_figado_bacalhao_chevrier-27dd075ca71280e19da2ef975c0126eb?pvs=21),"Empregadas nos [moléstias], Gosto que satisfaz, Regenerador",Tonico,-,Adjetivos do produto,Vinho de extracto de figado de bacalhao de A. Chevrier,-,Ausente,11,A. Chevrier (Chevrier),Ausente,Finalizado,Oleo de figado de bacalhau,"Animal, Peixe",Vinho,"Bold, Caixa alta, Expandido, Itálico, Regular, Versalete","Sem serifa, Serifa"
contra_vermes_lombrigas,"Centralizado, Justificado esquerda",Ausente,"Botica da rua Direita n. 98, junto á igreja do Carmo",-,contra_vermes_pilulas_dr_penalva (https://www.notion.so/contra_vermes_pilulas_dr_penalva-280d075ca7128003b7e4ef997df3334e?pvs=21),Ausente,Ausente,1 coluna,Ausente,"Molestias pelle, Siphilis [Siphylis] [enfermidades syphiliticas], Vermes",,Ausente,Nenhum,"Corpo do texto, Subtítulo, Título principal",106,"Comercialização, Responsável técnico/preparado por/Pharmaceutico",https://drive.google.com/file/d/1J6Vhq809KHELbbFi3KDwFfwDd6iyp_-Q/view?usp=drive_link,Nenhum,-,Indefinido,,Ausente,Especificas,-,Contra [moléstia],Pílulas do Dr. Penalva,-,Ausente,4,Dr. Penalva,Ausente,Finalizado,Ausente,Ausente,Pilula,"Bold, Caixa alta, Condensado, Regular",Serifa
pilulas_phosphato_ferro_quinino_strychinino,"Centralizado, Justificado esquerda",Ausente,-,-,,Ausente,Ausente,1 coluna,Vantagem sobre outros,"Anemia, Beriberi, Chlorose [chlorosis]",,Ausente,Nenhum,"Corpo do texto, Nota de rodapé, Título secundário",107,"Produção, Responsável técnico/preparado por/Pharmaceutico",https://drive.google.com/file/d/1Bv_Uwj0kLBVH5tq0crESwFPiEatOPZEy/view?usp=drive_link,"Campos, Rio de Janeiro",Empregados… todas as vezes em que o xaropé de Eastan não poder ser tolerado pelos doentes,"Inferido, Nacional",,Empregadas nos [moléstias],Ausente,-,Nome do produto,"Pílulas de phosphato de ferro, quinino e stryehinino ",Preparado unicamente na Pharmacia Delgado 44 - RUA DO CONCELHO - 44 Campos,Ausente,4,Dr. João Paulo,Ausente,Finalizado,"Phosphato de ferro, Quinino, Strychinino",Ausente,Pilula,"Bold, Caixa alta, Itálico, Regular",Serifa
grageas_xarope_depurativos_iodurados,"Centralizado, Justificado esquerda",Ausente,-,"Paris, (?) BOUTIGNY, DESLAURIERS (?), 31, rua de Cléry 
DEPOSITOS NAS PRINCIPAES PHARMACIAS E DROGARIAS",,Mencionado,Ausente,1 coluna,Ausente,"Doenças contagiosas (syphiliticas), Escrofula (escrophulasa scrophulas escrophulas escrofulose), Impingens (empingens empigens), Molestias pelle, Rheumatismo, Sangue viciado por [moléstia], Ulceras",,Clichê,Mesmos resultados que o [produto],"Corpo do texto, Nota de rodapé, Subtítulo, Título principal",108,"Comercialização/Depósito (dúbia), Depósito, Responsável técnico/preparado por/Pharmaceutico",https://drive.google.com/file/d/1a1BeBfdP-_RYSPZPJN2vM7tftdH5ECyW/view?usp=drive_link,Pariz [Paris],todos os principios activos do Xarope,Indefinido,,Cura radical,"Agradável, Faceis, Pequeno volume, Tratamento discreto, Unico, Verdadeiro",-,"Unicos, verdadeiros",Grageas e xarope depurativos iodurados do Dr. Gibert,-,"Mulheres (senhoras), Pessoas de viajam, Pessoas que procuram tratamento discreto",10,Dr. Gibert,Ausente,Finalizado,Iodo,Ausente,Indefinido,"Bold, Caixa alta, Expandido, Itálico, Regular, Versalete","Sem serifa, Serifa"
cores_pallidas_anemia_ferro_bravais,Centralizado,Ausente,-,Depositos em todas as principaes Pharmacias,,Mencionado,Ausente,Composição dinâmica,Ausente,"Anemia, Chlorose [chlorosis], Côres pallidas",,"Clichê, Moldura decorada",Nenhum,Corpo do texto,109,Depósito,https://drive.google.com/file/d/1F2hwz7z2T6lPqGpwQQKeNrQOg8k6Y52E/view?usp=drive_link,Nenhum,-,Indefinido,,"Combater [moléstia], Torna a dar ao sangue a coloração",Ausente,-,[Moléstia],Ferro bravais,-,Ausente,2,Ausente,Ausente,Finalizado,Ferro,Ausente,Indefinido,"Bold, Caixa alta, Manuscrito","Caligráfico, Serifa"
o_unico_vinho_gigante,Centralizado,Ausente,-,-,,Ausente,Ausente,1 coluna,Ausente,Ausente,,"Bigode, Fios",Mesmos resultados que o [produto],"Composição dinâmica, Título principal, Título secundário, Título terciário",110,Responsável técnico/preparado por/Pharmaceutico,https://drive.google.com/file/d/1JeAq-d2qgf90wq8E3oYacDWuO_GXL1XC/view?usp=drive_link,Nenhum,"Uzo produz os mesmos resultados que o do OLEO de FIGADO de BACALHAU
—
EXIGIR A ASSIGNATURA CHEVRIER",Indefinido,o_unico_vinho (https://www.notion.so/o_unico_vinho-27dd075ca71280f0ae19cc98ca340a98?pvs=21),Ausente,Unico,-,Medida anti-falsificações,Vinho ao extracto de figado de bacalhau Dr Chevrier,-,Ausente,11,A. Chevrier (Chevrier),Ausente,Finalizado,Oleo de figado de bacalhau,Ausente,Vinho,"Bold, Caixa alta, Condensado, Itálico, Regular, Versalete","Sem serifa, Serifa"
grageas_depurativas_ioduradas_gilbert,"Centralizado, Justificado esquerda",Ausente,-,-,grageas_depurativas_maior (https://www.notion.so/grageas_depurativas_maior-281d075ca71280579915ed272a65b1f8?pvs=21),Ausente,Ausente,1 coluna,Ausente,Ausente,,Ornamento,Medidas anti-falsificação,"Corpo do texto, Título principal",111,Responsável técnico/preparado por/Pharmaceutico,https://drive.google.com/file/d/1F8yeiCK_FB1JThLwgIbUgeXUAxAEIwvA/view?usp=drive_link,Nenhum,"exigir as Assignaturas em tinta encarnada Gibert (?) e o sello, em tinta azul, do Governo francez",Indefinido,,Ausente,"Activo, Agradável, Depurativo, Mais econômico, O melhor, Unico, Verdadeiro",-,Unicos,Gragêas depurativas iodurados do Dr. Gibert,-,Ausente,4,Dr. Gibert,Ausente,Finalizado,Iodo,Ausente,Gragea,"Bold, Itálico, Regular",Serifa
xarope_zed_codeina_tolu,"Centralizado, Justificado esquerda",Exma. Junta de Hygiene Publica do Rio de Janeiro,-,"PARIS, rua Druout, 22
e em todas as pharmacias do mundo",,Mencionado,Ausente,1 coluna,Ausente,"Bronchites (bronchitas), Catarrhos, Constipações, Insomnias, Irritações do peito, Tosse convulsa/coqueluche, Tosse dos tisicos",,"Clichê, Moldura decorada",Não contem a mínima parcela de opio,"Corpo do texto, Nota de rodapé, Subtítulo, Título principal",112,Comercialização/Depósito (dúbia),https://drive.google.com/file/d/1LMVlfCC2O4YsFSt2zHKqYuDpBuXv19WR/view?usp=drive_link,"Pariz [Paris], Rio de Janeiro",-,Indefinido,,"Contra [a moléstia as moléstias], Cura rápida, Somno tranquilo e leve",Ausente,-,Nome do produto,Xarope Zed,-,Ausente,6,Ausente,Ausente,Finalizado,"Codeina, Tolu","Bebê, Figura Humana",Xarope,"Bold, Caixa alta, Condensado, Itálico, Regular, Versalete","Sem serifa, Serifa"
quina_laroche_elixir_vinoso_phosphatado_doisanjos,Centralizado,Ausente,-,"22, rua Druout, 22 PARIS
e nas pharmacias",,Mencionado,Ausente,1 coluna,Recomendado/attestado por especialistas,Ausente,,"Clichê, Clichê (2), Moldura decorada",Nenhum,"Corpo do texto, Nota de rodapé, Subtítulo, Título principal, Título secundário",113,Comercialização/Depósito (dúbia),https://drive.google.com/file/d/1TPwBjMp9w0WH4vWFyqW5xkPY_CW6snTn/view?usp=drive_link,Pariz [Paris],-,Indefinido,,"Formação da criança, Util","Aperitivo, Restaurador",-,Nome do produto,Quina Laroche elixir vinoso phosphatado,-,"Mulheres amamentam, Mulheres gravidas",6,Ausente,Ausente,Finalizado,"Phosphato, Quina","Anjos, Bebê",Elexir/elixir,"Caixa alta, Itálico, Regular","Sem serifa, Sem serifa clichê, Serifa"
quina_laroche_entre_duas_moedas,"Centralizado, Justificado esquerda",Ausente,-,"Paris, rua Druout, e nas principaes as Pharmacias do Mundo",,Mencionado,Ausente,Composição dinâmica,Vantagem sobre outros,"Affecção do figado estômago e rins, Chloro-anemais, Consequencias do parto, Descaimento das energias, Descaimento das forças, Empobrecimento do sangue",,"Clichê, Clichê (2), Clichê original",Nenhum,"Composição dinâmica, Corpo do texto, Nota de rodapé, Subtítulo, Título principal",114,Comercialização/Depósito (dúbia),https://drive.google.com/file/d/1SEFtmURiDOyl5_qWqXQq9sqNIWDp-Hl7/view?usp=drive_link,Pariz [Paris],-,Indefinido,,Contra [a moléstia as moléstias],"Feliz combinação, Gosto agradável, Superior (muito superior)",-,Outro,Quina Laroche elixir vinoso,-,Mulheres gravidas,8,Ausente,Ausente,Finalizado,"Ferro, Quina",Moedas,Elexir/elixir,"Bold, Caixa alta, Itálico, Regular","Sem serifa, Sem serifa clichê, Serifa"
phenol_sodico_veiga,"Centralizado, Justificado esquerda",Ausente,-,"DEPOSITO Antonio José Monteiro de Lima, casa de machinas, rua do Rosario n. 44",,Mencionado,Ausente,1 coluna,"Recomendado/attestado por especialistas, Vantagem sobre outros",Ausente,,Ausente,Nenhum,"Corpo do texto, Subtítulo, Título principal, Título secundário",115,"Depósito, Preço, Responsável técnico/preparado por/Pharmaceutico",https://drive.google.com/file/d/1xABg6GSx4bQJ2WX_DJ9lYvkYMe6R2fkD/view?usp=drive_link,Nenhum,"16,600 RECOMPENA NACIONAL 16,600","Inferido, Nacional",,Ausente,"Anti-epidemico, Anti-putrido, Anti-septico","Um vidro 1$000, uma duzia 9$000",Nome do produto,Phenol Sodico de Veiga,-,Ausente,2,Veiga,Ausente,Finalizado,Phenol sodio,Ausente,Indefinido,"Bold, Caixa alta, Regular",Serifa
capsulas_de_grimault_com_matico,"Centralizado, Justificado esquerda",Exma. Junta de Hygiene do Brazil,-,"Deposito em Paris, Pharmacia GRIMAULT & Cª, 8, rue Vivienne e nas principaes Pharmacias e Drogarias de Portugal e do Brasil",,Detalhado,Ausente,1 coluna,Ausente,Gonorréas antigas e recentes,,"Clichê, Fios, Moldura",Nenhum,"Corpo do texto, Subtítulo, Título principal",116,"Depósito, Responsável técnico/preparado por/Pharmaceutico",https://drive.google.com/file/d/1b3FeJt6dfvT84Wpxly2KDTfsBeJpOAvM/view?usp=drive_link,"Brazil [Brasil], Pariz [Paris], Portugal",-,Indefinido,,"Curar [moléstia] (cura [moléstia]  cura-se [moléstia]), Não embaraça o estomago, Não provoca repugnancia","Approvado(a), Infalivel (infallivel)",-,Nome do produto,Capsulas de Grimault & Cª,-,Ausente,7,Grimault & Cª,Ausente,Finalizado,"Balsamo de copahiba, Essencia de matico",Planta,Capsula,"Bold, Caixa alta, Condensado, Itálico, Regular",Serifa
xarope_quina_ferro_grimault,"Centralizado, Justificado esquerda","Exma. Junta de Hygiene do Brazil, Pharmacopéa official da França",-,DEPOSITO NAS PRINCIPAES PHARMACIAS E DROGARIAS,,Detalhado,Ausente,1 coluna,"Apelo ao antigo longevo, Qualidade dos ingredientes","Anemia, Caimbras de estomago, Chlorose [chlorosis], Convalescencias lentas, Diarrhea (rebeldes), Empobrecimento do sangue, Irregularidades da menstruação, Leucorrhéa, Lymphatismo",,Moldura,Nenhum,"Corpo do texto, Subtítulo, Título principal",117,"Depósito, Responsável técnico/preparado por/Pharmaceutico",https://drive.google.com/file/d/1HvOK9nq0Zevzt7L3Y9bmUX0JTWTOXGmx/view?usp=drive_link,"Brazil [Brasil], França, Pariz [Paris]",Menciona que o Vinho de quina e ferro de Grimault possui as mesmas propriedades (para pessoas que não toleram xaropes),Indefinido,,"Abre apetite, Ação reconstituinte, Corta acessos febris, Corta suores, Desenvolve as crianças débeis, Desenvolve com rapidez as raparigas, Eficaz nas diarrheas, Estimula o organismo, Excellentes resultados na [moléstia], Facilita as convalescenças, Suores noturnos cessão, Sustenta os idosos","Admittido, Approvado(a), Reparador, Tonico",-,Nome do produto,Xarope de Quina e Ferro,-,"Crianças (creanças), Idosos [""velhos""], Mulheres (senhoras)",7,Grimault & Cª,Ausente,Finalizado,"Ferro, Phosphato, Quina",Ausente,Xarope,"Bold, Caixa alta, Itálico, Regular, Versalete","Sem serifa, Serifa"
contra_vermes_pilulas_dr_penalva,"Centralizado, Justificado esquerda",Ausente,Na pharmacia da rua Direita n. 98 junto ao Carmo,-,,Ausente,Ausente,1 coluna,Ausente,Vermes,,Ausente,Nenhum,"Corpo do texto, Subtítulo, Título principal",118,Comercialização/Depósito (dúbia),https://drive.google.com/file/d/1QtOv18YSMSboPSJVFA-kuCSVxuaPKgN_/view?usp=drive_link,Nenhum,-,Indefinido,contra_vermes_lombrigas (https://www.notion.so/contra_vermes_lombrigas-280d075ca712802b893cc26bb1300a85?pvs=21),Contra [a moléstia as moléstias],Ausente,-,Contra [moléstia],Pilulas do Dr. Penalva,-,Ausente,3,Dr. Penalva,Ausente,Finalizado,Ausente,Ausente,Pilula,"Bold, Caixa alta, Regular",Serifa
gonorrheas_novo,Justificado esquerda,Ausente,-,"Unico depositario em Campos, Henrique Spittle, casa Ingleza, rua Direita n. 73, e no Rio de Janeiro, na Drogaria S. Antonio, rua da Quitanda n. 19.",,Mencionado,Ausente,1 coluna,"Sabedoria indígena, Vantagem sobre outros",Gonorréas antigas e recentes,,Ausente,Nenhum,"Corpo do texto, Título principal",119,Depósito,https://drive.google.com/file/d/1llWjjfhUMt1E9_uLspSqOdljFilGWjkG/view?usp=drive_link,"Campos, Rio de Janeiro",-,"Inferido, Nacional",,"Cura rápida, Curar [moléstia] (cura [moléstia]  cura-se [moléstia]), Sem aborrecimentos, Sem massantes injecções",Indigena,-,[Moléstia],Lealina,-,Ausente,2,Ausente,Ausente,Finalizado,Lealina,Ausente,Indefinido,"Caixa alta, Regular",Serifa
xarope_contra_a_coqueluche,"Centralizado, Justificado esquerda",Ausente,"Campos, rua Concelho n. 44",-,,Mencionado,Mencionado,1 coluna,Apelo a eficiencia,Coqueluche,,Ausente,Prospecto [directorio],"Corpo do texto, Título principal",120,Comercialização/Depósito (dúbia),https://drive.google.com/file/d/14N9Cvsk63mtU-0HjQpo7t6ToX_ptguGp/view?usp=drive_link,Campos,-,Indefinido,,Contra [a moléstia as moléstias],Precioso,-,Produto,Xarope contra a coqueluche,-,Ausente,2,Ausente,Ausente,Finalizado,Ausente,Ausente,Xarope,"Bold, Caixa alta, Regular",Serifa
injeccao_grimault_com_matico,"Centralizado, Justificado esquerda",Exma. Junta de Hygiene do Brazil,-,"Deposito em Paris, Pharm. GRIMAULT & Cª, 8, Rua Vivienne e nas principaes Pharmacias e Drogarias do Portugal e do Brasil",,Mencionado,Ausente,1 coluna,"Qualidade dos ingredientes, Universalmente","Blenorrhagias, Corrimentos",,"Clichê, Fios, Moldura",Nenhum,"Corpo do texto, Subtítulo, Título principal",121,"Depósito, Responsável técnico/preparado por/Pharmaceutico",https://drive.google.com/file/d/1TP8JNIOyzx_ZHQRSh5HOYzyRqbub3t3S/view?usp=drive_link,"Brazil [Brasil], Pariz [Paris], Peru",,Indefinido,,"Contra [a moléstia as moléstias], Cura rápida",Approvado(a),-,Nome do produto,Injecção de Grimault & Cª,-,Ausente,8,Grimault & Cª,Ausente,Finalizado,Matico do Peru,Planta,Injecção,"Bold, Caixa alta, Itálico, Regular",Serifa
asthma_oppressao_nevralgias,Centralizado,Ausente,"Venda em atacado em casa de J. ESPIC, 128, rua St Lasare, em Paris",Depositario em Campos: JOÃO RODRIGUES dos REIS,,Detalhado,Mencionado,"1 coluna, Composição dinâmica",Ausente,"Asthma [asma], Catarrhos, Defluxos, Nevralgia [facial] [em geral], Opressão, Tossas [tosse] [tosses]",,"Clichê, Moldura",Nenhum,"Composição dinâmica, Título principal",122,"Comercialização, Depósito",https://drive.google.com/file/d/1Srru3DdmTh3Ctxc2en9B4aCEgd7iYNZF/view?usp=drive_link,"Campos, Pariz [Paris]",,Indefinido,,"Acalma o symptoma nervoso, Facilita a expectoração, Favorisa as funcções dos orgãos respiratorios",Ausente,-,[Moléstia],Cigarros Espic,-,Ausente,9,Ausente,Assinatura,Finalizado,Ausente,"Assinatura, Brasão, Marca",Cigarro,"Bold, Caixa alta, Expandido, Itálico, Regular","Caligráfico clichê, Sem serifa, Sem serifa clichê, Serifa, Serifa clichê"
enfermidades_secretas_PILULAS_KAVA,"Centralizado, Justificado esquerda",Ausente,-,Depositario em Campos: JOÃO RODRIGUES dos REIS,,Detalhado,Ausente,"1 coluna, Composição dinâmica",Ausente,"Blenorrhagias, Corrimentos, Flôres brancas, Gonorréas antigas e recentes",,"Clichê, Fios, Moldura",Medidas anti-falsificação,"Corpo do texto, Nota de rodapé, Título principal",123,"Depósito, Responsável técnico/preparado por/Pharmaceutico",https://drive.google.com/file/d/1TWig8pyFi4YcdXRIKobrhiy7i71pc0Um/view?usp=drive_link,"Campos, Pariz [Paris]","Exigir sobre as caixas, (?): assinatura",Indefinido,,"Contra [a moléstia as moléstias], Cura rápida, Não cansa os organos, Sem regimen, Sem tisanas",Ausente,-,[Moléstia],Pilulas e injecção KAVA do Doutor Fournier,-,Ausente,12,Doutor Fournier,Assinatura,Finalizado,Ausente,"Assinatura, Caixa",Pilula,"Bold, Caixa alta, Regular","Caligráfico clichê, Sem serifa, Serifa"
ferro_leras,"Centralizado, Justificado esquerda","Exma. Junta de Hygiene do Brazil, Pharmacopéa official da França",-,"Deposito em PARIS, 8 RUA VIVIENNE, e nas Pharmacias",,Detalhado,Ausente,1 coluna,"Discurso científico, Vantagem sobre outros","Anemia, Caimbras de estomago, Chlorose [chlorosis], Debilidade (Desbilidade), Empobrecimento do sangue, Flôres brancas, Lymphatismo",,Ausente,Faz uma listagem,"Corpo do texto, Subtítulo, Título principal",124,Depósito,https://drive.google.com/file/d/13kOOav0wNPjuEsA6m0wL2DaBG2dBjoKr/view?usp=drive_link,"Brazil [Brasil], Pariz [Paris]",Existe sob duas formas: Solução e Xarope,Indefinido,,"Asimila rapidamente, Contra [a moléstia as moléstias], Não age nos dentes, Não prende o ventre (não constipa o sangue), Regulariza as regras, Restitue ao sangue a cor vermelha, Suspende","Admittido, Approvado(a), Claro, Limpido",-,Nome do produto,Ferro Leras,-,Mulheres (senhoras),6,Ausente,Ausente,Finalizado,"Ferro, Phosphato",Ausente,Indefinido,"Bold, Caixa alta, Itálico, Regular",Serifa
pilulas_contra_vermes,"Centralizado, Justificado esquerda",Ausente,RUA DO CONCELHO N. 70 CAMPOS,-,,Mencionado,Ausente,1 coluna,Ausente,Vermes,,Ausente,Nenhum,"Corpo do texto, Nota de rodapé, Título principal",125,Comercialização/Depósito (dúbia),https://drive.google.com/file/d/1LeTsFi5c71ISGjJX-0KB-XikVNAty5pz/view?usp=drive_link,Campos,Preparado segundo a fórmula do Dr. Manoel Francisco de Oliveira,Indefinido,,Ausente,"Poderoso(a), Vermifugo",-,Contra [moléstia],Pilulas contra vermes,-,Ausente,4,Ausente,Ausente,Finalizado,Ausente,Ausente,Pilula,"Bold, Caixa alta, Regular",Serifa
sandalo_midy,"Centralizado, Justificado esquerda",Exma. Junta de Hygiene do Brazil,-,"Deposito em Paris, 8, rua Vivienne, e nas principaes Pharmacias",,Mencionado,Ausente,1 coluna,Vantagem sobre outros,Ausente,,"Fios, Moldura",Nenhum,"Corpo do texto, Nota de rodapé, Subtítulo, Título principal",126,Depósito,https://drive.google.com/file/d/1vYBxX7sj0TX3_q1x0LyB973muUgAXTiq/view?usp=drive_link,"Brazil [Brasil], Pariz [Paris]","supprimindo a Copahiba, Cubebas e Injecções",Indefinido,,Acabam com os fluxos,"Approvado(a), Primeira classe",-,Nome do produto,Sandalo Midy,-,Ausente,5,Ausente,Ausente,Finalizado,Ausente,Ausente,Capsula,"Bold, Caixa alta, Itálico, Regular","Sem serifa, Serifa"
maltina_extracto_cevada,"Centralizado, Justificado esquerda",Ausente,Á venda: 38 rua da Alfandega - (?) & C. - Rio de Janeiro,-,,Mencionado,Ausente,1 coluna,"Discurso científico, Marca registrada",Debilidade (Desbilidade),,"Clichê original, Fios",Marca registrada,"Corpo do texto, Título principal, Título secundário",127,Comercialização,https://drive.google.com/file/d/1UlxWPZKD8wyupnOUTVv3e8iEdkKwkMvl/view?usp=drive_link,Rio de Janeiro,,Indefinido,,"Aumento de gordura, Contra [a moléstia as moléstias], Força nos musculos",Ausente,-,Produto,Maltina,-,Ausente,5,Ausente,Ausente,Finalizado,"Carne, Extracto de avea, Extracto de cevada, Extracto de trigo, Ferro, Hypophosphito, Iodidos, Lupulo, Peptone, Phosphoro oleo de figado, Viburnina, Vinho, Yerbina, etc.",Ausente,Extrato,"Itálico, Regular","Fantasia clichê, Serifa"
novo_medicamento_para_cura_molestias_figado,"Centralizado, Justificado esquerda",Ausente,"Vende-se unicamente na pharmacia Vicente, rua Direita n. 84 - CAMPOS",-,,Mencionado,Ausente,1 coluna,Ausente,"Constipação do ventre, Dispepsia (dyspepsias), Molestias estomago, Molestias figado",,Ausente,Nenhum,"Corpo do texto, Título principal",128,"Comercialização, Responsável técnico/preparado por/Pharmaceutico",https://drive.google.com/file/d/1Z2JrzvPtR3LP1nvnUmCcvmH-1rM8kewN/view?usp=drive_link,Campos,,"Inferido, Nacional",,Curar [moléstia] (cura [moléstia]  cura-se [moléstia]),Novo,-,Novo medicamento,Vinho de Jurubeba e Rhuibarbo,-,Ausente,2,Venancio da Silva & Irmão,Ausente,Finalizado,"Jurubeba, Rhuibarbo",Ausente,Vinho,"Caixa alta, Regular",Serifa
para_molestias_dos_pulmoes,Justificado esquerda,Ausente,"Vende-se na pharmacia Vicente, rua Direita n. 84 - CAMPOS",-,,Mencionado,Ausente,1 coluna,Apelo a novidade,"Bronchites (bronchitas), Convalescencias lentas, Molestias pulmões",,Ausente,Nenhum,Corpo do texto,129,"Comercialização, Responsável técnico/preparado por/Pharmaceutico",https://drive.google.com/file/d/1Ln4UXSbljA_XGmGX00XSFlPSG0yLdN21/view?usp=drive_link,Campos,,"Inferido, Nacional",,Curar [moléstia] (cura [moléstia]  cura-se [moléstia]),"Novo, Reconstituinte [reconstituitivo], Tonico",-,[Moléstia],Vinho tonico e reconstituinte do Dr. Siqueira,-,Ausente,1,Venancio da Silva & Irmão,Ausente,Finalizado,Ausente,Ausente,Vinho,"Caixa alta, Regular",Serifa
